REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH
Rohit Khanna,CA,Congress,Democratic,INFO,INFO US,US,IHS Markit Ltd,Buy,3/12/2020,8000,Ord,52.89,150,72.78,76.59,94.53,37.61,44.81,78.73
Rohit Khanna,CA,Congress,Democratic,ISRG,ISRG US,US,Intuitive Surgical Inc,Buy,3/12/2020,8000,Com,152.51,52,195.13,231.39,244.66,27.95,51.72,60.42
Rohit Khanna,CA,Congress,Democratic,MSFT,MSFT US,US,Microsoft Corp,Buy,3/12/2020,8000,Com,139.06,56,196.84,202.66,235.75,41.55,45.74,69.53
Rohit Khanna,CA,Congress,Democratic,NFLX,NFLX US,US,Netflix Inc,Buy,3/12/2020,8000,Com,315.25,24,434.48,507.02,518.02,37.82,60.83,64.32
Rohit Khanna,CA,Congress,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/12/2020,40501,Com,54.08,748,93.67,119.13,128.56,73.21,120.28,137.72
Rohit Khanna,CA,Congress,Democratic,SNAP,SNAP US,US,Snap Inc,Buy,3/12/2020,8000,Com Ser A,10.42,766,21.2,22.69,62.69,103.45,117.75,501.63
Rohit Khanna,CA,Congress,Democratic,SPGI,SPGI US,US,S&P Global Inc,Buy,3/12/2020,8000,Com,221.46,36,331.18,340.66,345.61,49.54,53.82,56.06
Rohit Khanna,CA,Congress,Democratic,V,V US,US,Visa Inc,Buy,3/12/2020,40501,Com A,160.08,252,200.48,200.12,224.36,25.24,25.01,40.15
Rohit Khanna,CA,Congress,Democratic,AMZN,AMZN US,US,Amazon Com Inc,Buy,3/12/2020,16001,Com,1676.61,8,2647.45,3149.84,3089.49,57.90,87.87,84.27
Rohit Khanna,CA,Congress,Democratic,INTU,INTU US,US,Intuit Inc,Buy,3/12/2020,16001,Com,237.94,66,295.87,320.82,395.95,24.35,34.83,66.41
Rohit Khanna,CA,Congress,Democratic,NKE,NKE US,US,Nike Inc,Buy,3/12/2020,8000,Com B NPV,74.2,106,102.12,112.72,140.45,37.63,51.91,89.29
Rohit Khanna,CA,Congress,Democratic,PYPL,PYPL US,US,Paypal Holdings Inc,Buy,3/12/2020,40501,Com,96.96,416,159.91,185.95,250.35,64.92,91.78,158.20
David Joyce,OH,Congress,Republican,SPY,SPY US,US,Spdr S&P 500 Etf Trust,Buy,3/11/2020,8000,Unit,274.36,28,320.79,333.21,393.53,16.92,21.45,43.44
Francis Rooney,FL,Congress,Republican,BX,BX US,US,Blackstone Inc,Buy,3/11/2020,8000,Com A,47.35,168,58.35,51.14,74.01,23.23,8.00,56.30
Francis Rooney,FL,Congress,Republican,TROW,TROW US,US,Price T Rowe Group Inc,Buy,3/11/2020,8000,Com,105.52,74,128.64,127.96,174.15,21.91,21.27,65.04
Gregory Gianforte,MT,Congress,Republican,NVEE,NVEE US,US,NV5 Global Inc,Buy,3/11/2020,40500,Com,43.44,932,50.57,50.57,91.25,16.41,16.41,110.06
John Curtis,UT,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,3/11/2020,8000,Com,153.63,52,189.8,202.66,237.13,23.54,31.91,54.35
Lloyd Doggett,TX,Congress,Democratic,IBM,IBM US,US,International Business Machines Corp,Buy,3/11/2020,8000,Com,112.68,70,125.96,115.78,121.44,11.79,2.75,7.77
Lois Frankel,FL,Congress,Democratic,COP,COP US,US,ConocoPhillips,Buy,3/11/2020,8000,Com,32.56,244,48.63,34.06,59.83,49.36,4.61,83.75
Michael Mccaul,TX,Congress,Republican,BRX,BRX US,US,Brixmor Property Group Inc,Buy,3/11/2020,40501,Com,15.64,2588,14.92,12.68,20.4,-4.60,-18.93,30.43
Michael Mccaul,TX,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,3/11/2020,350001,Com A,37.91,9232,42.15,43.81,56.89,11.18,15.56,50.07
Michael Mccaul,TX,Congress,Republican,GTY,GTY US,US,Getty Realty Corp,Buy,3/11/2020,16001,Com,25.58,624,30.68,28.87,28.56,19.94,12.86,11.65
Michael Mccaul,TX,Congress,Republican,VITSX,VITSX US,US,Vanguard Total Stock Market Index Fund Institutional Shares,Buy,3/11/2020,2000000,Stock Unit,67.18,29770,79.18,82.04,100.76,17.86,22.12,49.99
Rohit Khanna,CA,Congress,Democratic,WWD,WWD US,US,Woodward Inc,Buy,3/11/2020,16001,Com,84.84,188,83.03,82.3,116.95,-2.13,-2.99,37.85
Tomasz Malinowski,NJ,Congress,Democratic,GIS,GIS US,US,General Mills Inc,Buy,3/11/2020,75000,Com,52.87,1418,62.82,59.52,58.13,18.82,12.58,9.95
Rohit Khanna,CA,Congress,Democratic,CMCSA,CMCSA US,US,Comcast Corp,Buy,3/11/2020,8000,Com A,37.91,210,42.15,43.81,56.89,11.18,15.56,50.07
Alan Lowenthal,CA,Congress,Democratic,SH,SH US,US,ProShares Short S&P500,Buy,3/10/2020,1232,Ord,26.41,46,21.58,20.57,17.15,-18.29,-22.11,-35.06
David Perdue,GA,Senate,Republican,EAF,EAF US,US,Graftech International Ltd,Buy,3/10/2020,8000,Com,7.6,1052,8.77,6.41,12.32,15.39,-15.66,62.11
David Perdue,GA,Senate,Republican,FOXA,FOXA US,US,Fox Corp,Buy,3/10/2020,8000,Com A,29.11,274,32.48,27.69,41.46,11.58,-4.88,42.43
David Perdue,GA,Senate,Republican,M,M US,US,Macy's Inc,Buy,3/10/2020,8000,Com,10.35,772,9.55,7.62,16.95,-7.73,-26.38,63.77
David Perdue,GA,Senate,Republican,MSM,MSM US,US,MSC Industrial Direct Co Inc,Buy,3/10/2020,8000,Com A,53.76,148,74.95,64.1,89.41,39.42,19.23,66.31
David Perdue,GA,Senate,Republican,NWSA,NWSA US,US,News Corp,Buy,3/10/2020,8000,Com Non Vtg A,10.8,740,13.36,14.64,25.52,23.70,35.56,136.30
Earl Blumenauer,OR,Congress,Democratic,GD,GD US,US,General Dynamics Corp,Buy,3/10/2020,8000,Com,155.3,50,167.78,146.96,172.42,8.04,-5.37,11.02
Earl Blumenauer,OR,Congress,Democratic,INTC,INTC US,US,Intel Corp,Buy,3/10/2020,8000,Com,53.98,148,63.67,48.91,62.25,17.95,-9.39,15.32
Earl Blumenauer,OR,Congress,Democratic,SCHW,SCHW US,US,Schwab Charles Corp,Buy,3/10/2020,8000,Com,32.94,242,41.82,34.66,65.03,26.96,5.22,97.42
Frederick Upton,MI,Congress,Republican,BAH,BAH US,US,Booz Allen Hamilton Holding Corp,Buy,3/10/2020,65001,Com A,74.65,870,80.87,83.78,78.42,8.33,12.23,5.05
Gerald Moran,KS,Senate,Republican,HAL,HAL US,US,Halliburton Co,Buy,3/10/2020,8000,Com,8.66,922,16.4,14.81,24.14,89.38,71.02,178.75
Gerald Moran,KS,Senate,Republican,XOM,XOM US,US,Exxon Mobil Corp,Buy,3/10/2020,8000,Com NPV,43.41,184,54.74,38.18,61.77,26.10,-12.05,42.29
Gilbert Cisneros,CA,Congress,Democratic,HELE,HELE US,US,Helen Of Troy Ltd,Buy,3/10/2020,8000,Com,146.5,54,181.51,193.45,229.22,23.90,32.05,56.46
Gilbert Cisneros,CA,Congress,Democratic,HMN,HMN US,US,Horace Mann Educators Corp,Buy,3/10/2020,8000,Com,40.82,194,40.46,37.43,43.44,-0.88,-8.30,6.42
Gilbert Cisneros,CA,Congress,Democratic,IART,IART US,US,Integra Lifesciences Holdings Corp,Buy,3/10/2020,8000,Com,49.23,162,55.31,45.22,68.6,12.35,-8.15,39.35
Gilbert Cisneros,CA,Congress,Democratic,QDEL,QDEL US,US,Quidel Corp,Buy,3/10/2020,8000,Com,80.93,98,156.32,151.99,130.01,93.15,87.80,60.65
Gilbert Cisneros,CA,Congress,Democratic,RPD,RPD US,US,Rapid7 Inc,Buy,3/10/2020,8000,Com,42.42,188,51.55,59.93,77.57,21.52,41.28,82.86
John Yarmuth,KY,Congress,Democratic,WEED,WEED CN,CN,Canopy Growth Corp,Buy,3/10/2020,8000,Ord NPV,19.45,410,23.94,20.63,40.27,23.08,6.07,107.04
Kelly Loeffler,GA,Senate,Republican,CVX,CVX US,US,Chevron Corp,Buy,3/10/2020,175000,Com,84.98,2058,103.24,78.97,111.37,21.49,-7.07,31.05
Kelly Loeffler,GA,Senate,Republican,DD,DD US,US,DuPont De Nemours Inc,Buy,3/10/2020,8000,Com,38.12,208,57.04,56.82,76.69,49.63,49.06,101.18
Michael Mccaul,TX,Congress,Republican,BRX,BRX US,US,Brixmor Property Group Inc,Buy,3/10/2020,40501,Com,16.97,2386,16.04,12.68,20.51,-5.48,-25.28,20.86
Michael Mccaul,TX,Congress,Republican,CNHI,CNHI US,US,CNH Industrial Nv,Buy,3/10/2020,40501,Ord,8.12,4986,8.13,8.34,15.54,0.12,2.71,91.38
Michael Mccaul,TX,Congress,Republican,GTY,GTY US,US,Getty Realty Corp,Buy,3/10/2020,16001,Com,28.81,554,31.68,28.87,28.7,9.96,0.21,-0.38
Michael Mccaul,TX,Congress,Republican,XHR,XHR US,US,Xenia Hotels & Resorts Inc,Buy,3/10/2020,16001,Com,13.89,1150,14.68,9.1,20.22,5.69,-34.49,45.57
Robert Latta,OH,Congress,Republican,FMAO,FMAO US,US,Farmers & Merchants Bancorp Inc,Buy,3/10/2020,8000,Com,22,362,23.17,21.33,27.05,5.32,-3.05,22.95
Robert Wittman,VA,Congress,Republican,TGT,TGT US,US,Target Corp,Buy,3/10/2020,8000,Com,108.33,72,122.37,144,178.58,12.96,32.93,64.85
Thomas Suozzi,NY,Congress,Democratic,AAPL,AAPL US,US,Apple Inc,Buy,3/10/2020,8000,Com NPV,71.33,112,83.37,112.82,119.98,16.88,58.17,68.20
Thomas Suozzi,NY,Congress,Democratic,DAL,DAL US,US,Delta Air Lines Inc,Buy,3/10/2020,8000,Com,45.47,174,36.97,32.54,47.8,-18.69,-28.44,5.12
Thomas Suozzi,NY,Congress,Democratic,SQ,SQ US,US,Square Inc,Buy,3/10/2020,8000,Com A,67.24,118,89.62,139.11,226.73,33.28,106.89,237.20
Tomasz Malinowski,NJ,Congress,Democratic,CL,CL US,US,Colgate Palmolive Co,Buy,3/10/2020,32500,Com,71.81,452,73.51,75.64,75.8,2.37,5.33,5.56
Tomasz Malinowski,NJ,Congress,Democratic,EGHT,EGHT US,US,8X8 Inc,Buy,3/10/2020,32500,Com,17.2,1888,15.34,15.4,34.36,-10.81,-10.47,99.77
Tomasz Malinowski,NJ,Congress,Democratic,POST,POST US,US,Post Holdings Inc,Buy,3/10/2020,32500,Com,94.53,342,96.12,86.23,102.45,1.68,-8.78,8.38
Virginia Foxx,NC,Congress,Republican,CVI,CVI US,US,Cvr Energy Inc,Buy,3/10/2020,8000,Com,18.46,432,22.23,13.06,21.96,20.42,-29.25,18.96
Walter Schrader,OR,Congress,Democratic,AMZN,AMZN US,US,Amazon Com Inc,Buy,3/10/2020,32500,Com,1891.82,16,2524.06,3149.84,3057.64,33.42,66.50,61.62
David Mckinley,VA,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,3/9/2020,8000,Com NPV,66.54,120,83.37,112.82,121.09,25.29,69.55,81.98
David Mckinley,VA,Congress,Republican,GOOGL,GOOGL US,US,Alphabet Inc,Buy,3/9/2020,8000,Com A NPV,1215.79,6,1448.04,1523.6,2040.36,19.10,25.32,67.82
David Mckinley,VA,Congress,Republican,SPGI,SPGI US,US,S&P Global Inc,Buy,3/9/2020,8000,Com,242.51,32,331.98,340.66,342.12,36.89,40.47,41.07
David Roe,TN,Congress,Republican,ATO,ATO US,US,Atmos Energy Corp,Buy,3/9/2020,8000,Com NPV,105.13,76,106.03,96.12,89.34,0.86,-8.57,-15.02
Hugh Rice,SC,Congress,Republican,XOM,XOM US,US,Exxon Mobil Corp,Buy,3/9/2020,32500,Com NPV,41.86,776,54.74,38.18,59.93,30.77,-8.79,43.17
Kelly Loeffler,GA,Senate,Republican,CVX,CVX US,US,Chevron Corp,Buy,3/9/2020,175000,Com,80.67,2168,103.24,78.97,109.5,27.98,-2.11,35.74
Michael Mccaul,TX,Congress,Republican,BKNG,BKNG US,US,Booking Holdings Inc,Buy,3/9/2020,16001,Com,1527.8,10,1840.91,1891.6,2366.79,20.49,23.81,54.91
Michael Mccaul,TX,Congress,Republican,CAG,CAG US,US,Conagra Brands Inc,Buy,3/9/2020,107501,Com,27.52,3906,33.93,35.15,36.04,23.29,27.73,30.96
Michael Mccaul,TX,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,3/9/2020,16001,Com A,37.88,422,43.12,43.81,55.57,13.83,15.65,46.70
Michael Mccaul,TX,Congress,Republican,CNHI,CNHI US,US,CNH Industrial Nv,Buy,3/9/2020,40501,Ord,7.94,5100,8.13,8.34,15.55,2.39,5.04,95.84
Michael Mccaul,TX,Congress,Republican,EQH,EQH US,US,Equitable Holdings Inc,Buy,3/9/2020,249003,Com,15.38,16190,23.05,19.91,31.16,49.87,29.45,102.60
Michael Mccaul,TX,Congress,Republican,ETN,ETN US,US,Eaton Corp Plc,Buy,3/9/2020,16001,Com NPV,83.13,192,95.67,100.48,136.25,15.08,20.87,63.90
Michael Mccaul,TX,Congress,Republican,FIX,FIX US,US,Comfort Systems Usa Inc,Buy,3/9/2020,16001,Com,39.32,406,42.74,50.27,74.31,8.70,27.85,88.99
Michael Mccaul,TX,Congress,Republican,GTY,GTY US,US,Getty Realty Corp,Buy,3/9/2020,16001,Com,27.56,580,31.68,28.87,28.59,14.95,4.75,3.74
Michael Mccaul,TX,Congress,Republican,MGLN,MGLN US,US,Magellan Health Inc,Buy,3/9/2020,16001,Com,55.86,286,76.92,74.87,92.82,37.70,34.03,66.17
Michael Mccaul,TX,Congress,Republican,NTRS,NTRS US,US,Northern Trust Corp,Buy,3/9/2020,16001,Com,70.83,224,91.16,81.61,100.41,28.70,15.22,41.76
Michael Mccaul,TX,Congress,Republican,PHIA,PHIA NA,NA,Koninklijke Philips Electronics N.V.,Buy,3/9/2020,16001,Ord,34.59,462,41.6,40.09,46.09,20.27,15.90,33.25
Michael Mccaul,TX,Congress,Republican,PPG,PPG US,US,PPG Industries Inc,Buy,3/9/2020,16001,Com,97.41,164,113.4,120.99,146.07,16.42,24.21,49.95
Michael Mccaul,TX,Congress,Republican,SIRI,SIRI US,US,Sirius Xm Holdings Inc,Buy,3/9/2020,150001,Com,6.04,24834,6.52,5.62,5.97,7.95,-6.95,-1.16
Michael Mccaul,TX,Congress,Republican,XHR,XHR US,US,Xenia Hotels & Resorts Inc,Buy,3/9/2020,16001,Com,13.03,1228,14.68,9.1,19.73,12.66,-30.16,51.42
Peter Welch,VT,Congress,Democratic,MDT,MDT US,US,Medtronic Plc,Buy,3/9/2020,8000,Com,92.4,86,101.33,104.58,117.05,9.66,13.18,26.68
Richard Blumenthal,CT,Senate,Democratic,IHRT,IHRT US,US,Iheartmedia Inc,Buy,3/9/2020,175000,Com A,11.43,15310,11.6,9.13,15.82,1.49,-20.12,38.41
Roger Marshall,KS,Congress,Republican,CVX,CVX US,US,Chevron Corp,Buy,3/9/2020,8000,Com,80.67,98,103.24,78.97,109.5,27.98,-2.11,35.74
Roger Marshall,KS,Congress,Republican,DIS,DIS US,US,Walt Disney Co,Buy,3/9/2020,8000,Com,104.35,76,127.28,134.2,194.51,21.97,28.61,86.40
Virginia Foxx,NC,Congress,Republican,SO,SO US,US,Southern Co,Buy,3/9/2020,8000,Com,62.16,128,60.27,52.85,59.41,-3.04,-14.98,-4.42
William Cassidy,LA,Senate,Republican,DOW,DOW US,US,Dow Inc,Buy,3/9/2020,8000,Com,30.53,262,45.9,47.93,62.26,50.34,56.99,103.93
William Cassidy,LA,Senate,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,3/9/2020,8000,Com,136.44,58,146.77,147.26,157.7,7.57,7.93,15.58
William Cassidy,LA,Senate,Republican,MMM,MMM US,US,3M Co,Buy,3/9/2020,8000,Com,144.06,54,166.87,163.17,181.18,15.83,13.27,25.77
William Cassidy,LA,Senate,Republican,PSX,PSX US,US,Phillips 66,Buy,3/9/2020,8000,Com,62.09,128,89.73,57.96,85.4,44.52,-6.65,37.54
William Cassidy,LA,Senate,Republican,VFC,VFC US,US,VF Corp,Buy,3/9/2020,8000,Com NPV,62.39,128,68.07,68.38,79.5,9.10,9.60,27.42
Frederick Upton,MI,Congress,Republican,BIIB,BIIB US,US,Biogen Inc,Buy,3/8/2020,8000,Com,297.19,26,301.26,276,270.01,1.37,-7.13,-9.15
Rohit Khanna,CA,Congress,Democratic,ROP,ROP US,US,Roper Technologies Inc,Buy,3/8/2020,8000,Com,315.32,24,401.9,422.53,385.38,27.46,34.00,22.22
Alan Lowenthal,CA,Congress,Democratic,SPCE,SPCE US,US,Virgin Galactic Holdings Inc,Buy,3/6/2020,8419,Com,21.67,388,15.86,17.1,26.53,-26.81,-21.09,22.43
Charles Roberts,AR,Senate,Republican,AAPL,AAPL US,US,Apple Inc,Buy,3/6/2020,32500,Com NPV,72.26,448,80.58,131.4,116.36,11.51,81.84,61.03
Charles Roberts,AR,Senate,Republican,NFLX,NFLX US,US,Netflix Inc,Buy,3/6/2020,350001,Com,368.97,948,414.33,552.84,493.33,12.29,49.83,33.70
Charles Roberts,AR,Senate,Republican,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/6/2020,75000,Com,66.51,1126,87.67,143.47,115.93,31.81,115.71,74.30
Daniel Lipinski,IL,Congress,Democratic,IAU,IAU US,US,iShares Gold Trust,Buy,3/6/2020,8000,Stock Unit,32,250,32.78,37.14,32.04,2.44,16.06,0.12
Frederick Upton,MI,Congress,Republican,PYPL,PYPL US,US,Paypal Holdings Inc,Buy,3/6/2020,1500,Com,110.89,12,154.6,210.82,226.09,39.42,90.12,103.89
Gregory Gianforte,MT,Congress,Republican,NVEE,NVEE US,US,NV5 Global Inc,Buy,3/6/2020,32500,Com,54.95,590,48.95,52.04,100.14,-10.92,-5.30,82.24
Kelly Loeffler,GA,Senate,Republican,BKNG,BKNG US,US,Booking Holdings Inc,Buy,3/6/2020,65001,Com,1612.09,40,1742.64,1948.73,2368.74,8.10,20.88,46.94
Lois Frankel,FL,Congress,Democratic,DCI,DCI US,US,Donaldson Co Inc,Buy,3/6/2020,8000,Com,45.87,174,49.98,51.56,60.12,8.96,12.40,31.07
Lois Frankel,FL,Congress,Democratic,FANG,FANG US,US,Diamondback Energy Inc,Buy,3/6/2020,8000,Com,48.56,164,47.68,36.32,84.17,-1.81,-25.21,73.33
Michael Mccaul,TX,Congress,Republican,FIX,FIX US,US,Comfort Systems Usa Inc,Buy,3/6/2020,16001,Com,42.16,378,41.07,53.48,73.49,-2.59,26.85,74.31
Michael Mccaul,TX,Congress,Republican,GTY,GTY US,US,Getty Realty Corp,Buy,3/6/2020,16001,Com,29.77,536,29.4,29.5,29.08,-1.24,-0.91,-2.32
Michael Mccaul,TX,Congress,Republican,UAL,UAL US,US,United Airlines Holdings Inc,Buy,3/6/2020,65001,Com,52.1,1246,39.1,36.89,54.06,-24.95,-29.19,3.76
Michael Mccaul,TX,Congress,Republican,XHR,XHR US,US,Xenia Hotels & Resorts Inc,Buy,3/6/2020,16001,Com,15.05,1062,10.72,8.97,19.6,-28.77,-40.40,30.23
Rohit Khanna,CA,Congress,Democratic,ABMD,ABMD US,US,Abiomed Inc,Buy,3/6/2020,8000,Com,157.08,50,236.02,312.73,285.92,50.25,99.09,82.02
Rohit Khanna,CA,Congress,Democratic,EVR,EVR US,US,Evercore Inc,Buy,3/6/2020,8000,Com A NPV,61.67,128,63.21,63.72,130.11,2.50,3.32,110.98
Rohit Khanna,CA,Congress,Democratic,KR,KR US,US,Kroger Co,Buy,3/6/2020,8000,Com,32.04,248,33.11,36.6,34.74,3.34,14.23,8.43
Rohit Khanna,CA,Congress,Democratic,SLB,SLB US,US,Schlumberger Limited,Buy,3/6/2020,8000,Com,23.85,334,20.33,18.77,29.71,-14.76,-21.30,24.57
Susie Lee,NV,Congress,Democratic,AQUA,AQUA US,US,Evoqua Water Technologies Corp,Buy,3/6/2020,8000,Com,19.3,414,19.49,21.62,24.63,0.98,12.02,27.62
David Perdue,GA,Senate,Republican,EAF,EAF US,US,Graftech International Ltd,Buy,3/5/2020,8000,Com,8,1000,7.92,6.64,11.49,-1.00,-17.00,43.63
David Perdue,GA,Senate,Republican,URBN,URBN US,US,Urban Outfitters Inc,Buy,3/5/2020,16001,Com,19.73,810,19.64,23.44,37.51,-0.46,18.80,90.12
David Roe,TN,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,3/5/2020,8000,Com A,182.56,42,207.28,240.02,249.51,13.54,31.47,36.67
David Roe,TN,Congress,Republican,AEP,AEP US,US,American Electric Power Co Inc,Buy,3/5/2020,8000,Com,98.79,80,86.99,77.82,78.9,-11.94,-21.23,-20.13
David Roe,TN,Congress,Republican,AMGN,AMGN US,US,Amgen Inc,Buy,3/5/2020,8000,Com,212.12,36,221,250.86,227.73,4.19,18.26,7.36
David Roe,TN,Congress,Republican,BLK,BLK US,US,Blackrock Inc,Buy,3/5/2020,8000,Com NPV,472.47,16,547.71,596.24,702.28,15.92,26.20,48.64
David Roe,TN,Congress,Republican,CB,CB US,US,Chubb Ltd,Buy,3/5/2020,8000,Com,144.89,54,126.45,124.86,171.67,-12.73,-13.82,18.48
David Roe,TN,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,3/5/2020,8000,Com A,40.77,196,41.3,45.05,55.09,1.30,10.50,35.12
David Roe,TN,Congress,Republican,CR,CR US,US,Crane Co,Buy,3/5/2020,8000,Com,66.26,120,60.26,57.73,89.51,-9.06,-12.87,35.09
David Roe,TN,Congress,Republican,CSCO,CSCO US,US,Cisco Systems Inc,Buy,3/5/2020,8000,Com,39.57,202,46.94,42.03,46.25,18.63,6.22,16.88
David Roe,TN,Congress,Republican,CVX,CVX US,US,Chevron Corp,Buy,3/5/2020,8000,Com,97.19,82,97.18,83.08,109,-0.01,-14.52,12.15
David Roe,TN,Congress,Republican,HD,HD US,US,Home Depot Inc,Buy,3/5/2020,8000,Com,234.81,34,251,285.94,253.52,6.89,21.78,7.97
David Roe,TN,Congress,Republican,KO,KO US,US,Coca Cola Co,Buy,3/5/2020,8000,Com,56.74,140,47.9,49.12,50.79,-15.58,-13.43,-10.49
David Roe,TN,Congress,Republican,MCD,MCD US,US,McDonald's Corp,Buy,3/5/2020,8000,Com,198.32,40,193.29,212.69,207.37,-2.54,7.25,4.56
David Roe,TN,Congress,Republican,MDT,MDT US,US,Medtronic Plc,Buy,3/5/2020,8000,Com,100.18,78,97.1,107.52,118.26,-3.07,7.33,18.05
David Roe,TN,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,3/5/2020,32500,Com,166.27,194,185.36,227.27,231.6,11.48,36.69,39.29
David Roe,TN,Congress,Republican,NEE,NEE US,US,Nextera Energy Inc,Buy,3/5/2020,8000,Com,69.04,114,64.9,69.28,70.7,-6.00,0.35,2.40
David Roe,TN,Congress,Republican,NOVN,NOVN SW,SW,Novartis AG,Buy,3/5/2020,8000,Ord,3.42,2338,4.4,4.62,14.5,28.65,35.09,323.98
David Roe,TN,Congress,Republican,RSG,RSG US,US,Republic Services Inc,Buy,3/5/2020,8000,Com,94.92,84,87.27,93.29,94.45,-8.06,-1.72,-0.50
David Roe,TN,Congress,Republican,SU,SU CN,CN,Suncor Energy Inc,Buy,3/5/2020,8000,Com NPV,25.97,308,18.83,16.13,21.99,-27.49,-37.89,-15.33
David Roe,TN,Congress,Republican,TFC,TFC US,US,Truist Financial Corp,Buy,3/5/2020,8000,Com,43.61,182,39.97,39.17,58.72,-8.35,-10.18,34.65
David Roe,TN,Congress,Republican,TREE,TREE US,US,LendingTree Inc,Buy,3/5/2020,8000,Com,272.7,28,269.57,312.21,239.01,-1.15,14.49,-12.35
David Roe,TN,Congress,Republican,TXN,TXN US,US,Texas Instruments Inc,Buy,3/5/2020,8000,Com,114.72,68,127.21,144.96,167.94,10.89,26.36,46.39
David Roe,TN,Congress,Republican,UNP,UNP US,US,Union Pacific Corp,Buy,3/5/2020,8000,Com,154.96,50,178.05,195.8,209.71,14.90,26.36,35.33
David Roe,TN,Congress,Republican,VFC,VFC US,US,VF Corp,Buy,3/5/2020,8000,Com NPV,71.57,110,64,66.56,78.77,-10.58,-7.00,10.06
David Roe,TN,Congress,Republican,VZ,VZ US,US,Verizon Communications Inc,Buy,3/5/2020,8000,Com,57.16,138,56.83,59.16,56,-0.58,3.50,-2.03
David Roe,TN,Congress,Republican,WM,WM US,US,Waste Management Inc,Buy,3/5/2020,8000,Com,117.71,66,110.21,113.64,118.68,-6.37,-3.46,0.82
Dean Phillips,MN,Congress,Democratic,BKNG,BKNG US,US,Booking Holdings Inc,Buy,3/5/2020,8000,Com,1647.44,4,1725.97,1928.86,2307.1,4.77,17.08,40.04
Dean Phillips,MN,Congress,Democratic,ETN,ETN US,US,Eaton Corp Plc,Buy,3/5/2020,8000,Com NPV,93.66,84,89.33,103.43,137.39,-4.62,10.43,46.69
Dean Phillips,MN,Congress,Democratic,NTRS,NTRS US,US,Northern Trust Corp,Buy,3/5/2020,8000,Com,80.89,98,85.14,82.08,99.92,5.25,1.47,23.53
Dean Phillips,MN,Congress,Democratic,PHIA,PHIA NA,NA,Koninklijke Philips Electronics N.V.,Buy,3/5/2020,8000,Ord,38.47,206,41.02,39.97,45.07,6.63,3.90,17.16
Dean Phillips,MN,Congress,Democratic,PPG,PPG US,US,PPG Industries Inc,Buy,3/5/2020,8000,Com,102.65,76,111.68,124,142.61,8.80,20.80,38.93
Earl Blumenauer,OR,Congress,Democratic,INTC,INTC US,US,Intel Corp,Buy,3/5/2020,8000,Com,56.96,140,61.93,50.79,60.74,8.73,-10.83,6.64
Francis Rooney,FL,Congress,Republican,AMP,AMP US,US,Ameriprise Financial Inc,Buy,3/5/2020,8000,Com,134.51,58,151.48,157.16,222.3,12.62,16.84,65.27
Gilbert Cisneros,CA,Congress,Democratic,BR,BR US,US,Broadridge Financial Solutions Inc,Buy,3/5/2020,8000,Com NPV,101.39,78,124.3,139.35,142.48,22.60,37.44,40.53
Joshua Gottheimer,NJ,Congress,Democratic,AAPL,AAPL US,US,Apple Inc,Buy,3/5/2020,8000,Com NPV,73.23,108,81.28,134.18,121.42,10.99,83.23,65.81
Michael Mccaul,TX,Congress,Republican,BRX,BRX US,US,Brixmor Property Group Inc,Buy,3/5/2020,16001,Com,18.39,870,13.73,12.03,20.17,-25.34,-34.58,9.68
Michael Mccaul,TX,Congress,Republican,XHR,XHR US,US,Xenia Hotels & Resorts Inc,Buy,3/5/2020,16001,Com,14.4,1110,9.59,8.86,18.67,-33.40,-38.47,29.65
Rohit Khanna,CA,Congress,Democratic,AAL,AAL US,US,American Airlines Group Inc,Buy,3/5/2020,8000,Com,16.04,498,11.85,13.1,20.45,-26.12,-18.33,27.49
Rohit Khanna,CA,Congress,Democratic,ADS,ADS US,US,Alliance Data Systems Corp,Buy,3/5/2020,8000,Com,59.19,134,44.01,36.05,82.76,-25.65,-39.09,39.82
Rohit Khanna,CA,Congress,Democratic,AEE,AEE US,US,Ameren Corp,Buy,3/5/2020,8000,Com,86.05,92,76.08,78.48,72.86,-11.59,-8.80,-15.33
